name;vicinity;geometry;place_id;rating;user_ratings_total;formatted_phone_number;website;Colonna1;Colonna2;Email
Abbazia dei gesuiti;Strada dei Gesuiti, 12, Bari;{'location': {'lat': 41.128814, 'lng': 16.870855}, 'viewport': {'northeast': {'lat': 41.13015873029149, 'lng': 16.8721893302915}, 'southwest': {'lat': 41.12746076970849, 'lng': 16.8694913697085}}};ChIJp7-vsqnpRxMRCmmRp0lLU_U;29;31;339 454 9192;https://vacationrentalsinspect.com/il-covo-dei-gesuiti-italy;FALSO;2483;x
ABC-Tropea;Italy;{'location': {'lat': 38.6696849, 'lng': 15.8855512}, 'viewport': {'northeast': {'lat': 38.67102673029149, 'lng': 15.8868758302915}, 'southwest': {'lat': 38.66832876970849, 'lng': 15.8841778697085}}};ChIJWYrV-TBxFRMRdWOZtVFlWQQ;4;2;0963 607075;;1;2483;x
Absolute Relax S.R.L.;Contrada Fiumicello, Grisolia, CS 87020;{'location': {'lat': 39.74172000000001, 'lng': 15.81356}, 'viewport': {'northeast': {'lat': 39.74303723029151, 'lng': 15.8149179302915}, 'southwest': {'lat': 39.74033926970851, 'lng': 15.8122199697085}}};ChIJkfsOzg4dPxMRJsx02LowrZQ;36;5;0985 801839;https://www.ilcormoranoclub.it/dati-societari;FALSO;2483;info@ilcormoranoclub.it
Accademia Residence;Via Silvio Pellico, 9/11, Rende;{'location': {'lat': 39.3351347, 'lng': 16.2380305}, 'viewport': {'northeast': {'lat': 39.3364851802915, 'lng': 16.23953558029151}, 'southwest': {'lat': 39.3337872197085, 'lng': 16.2368376197085}}};ChIJr-Okl--ZPxMRetGZus75cHI;41;67;0984 856391;http://www.residenceaccademia.it/;FALSO;2483;x
Accomodation Viale Stazione;Viale Stazione, 135, Tropea;{'location': {'lat': 38.6735739, 'lng': 15.8972224}, 'viewport': {'northeast': {'lat': 38.67494103029149, 'lng': 15.8985497802915}, 'southwest': {'lat': 38.6722430697085, 'lng': 15.8958518197085}}};ChIJpZiAMCJxFRMRrvfuINgsFwg;4;1;334 367 7746;;1;2483;x
Aceto Renato;Via Cariglialto, 86, Montalto Uffugo;{'location': {'lat': 39.4188957, 'lng': 16.2207276}, 'viewport': {'northeast': {'lat': 39.4202126802915, 'lng': 16.22208788029151}, 'southwest': {'lat': 39.41751471970851, 'lng': 16.2193899197085}}};ChIJraNqqseePxMRQj4Dy6blH1Q;5;4;0984 934641;https://www.acetoagricoltura.it/;FALSO;2483;info@acetoagricoltura.it
acqua di mare;corso Italia 383 - piano rialzato, Taranto;{'location': {'lat': 40.45031649999999, 'lng': 17.2637755}, 'viewport': {'northeast': {'lat': 40.4517852802915, 'lng': 17.2648945802915}, 'southwest': {'lat': 40.4490873197085, 'lng': 17.26219661970849}}};ChIJI4ig6TQdRxMRizV6s52Fz0M;49;8;338 790 2465;https://acquadimare.traveleto.com/;FALSO;2483;x
Action Bay Fabiano;Marinella;{'location': {'lat': 38.9269773, 'lng': 16.2242641}, 'viewport': {'northeast': {'lat': 38.9282410302915, 'lng': 16.2255378802915}, 'southwest': {'lat': 38.9255430697085, 'lng': 16.2228399197085}}};ChIJOd0F-dHmPxMR9KNA-TsXyk8;43;59;334 508 0022;;1;2483;x
Acton Apartment;Via A. Acton, 32, Torre San Giovanni;{'location': {'lat': 39.8987836, 'lng': 18.0999092}, 'viewport': {'northeast': {'lat': 39.9000963802915, 'lng': 18.1011922302915}, 'southwest': {'lat': 39.8973984197085, 'lng': 18.0984942697085}}};ChIJB7LpZwkBRBMRgdP0itL927s;39;15;0833 599903;;1;2483;x
ad astra - residence;Viale dei Pini, 94, Castellaneta Marina;{'location': {'lat': 40.469635, 'lng': 16.9359302}, 'viewport': {'northeast': {'lat': 40.4710510302915, 'lng': 16.9374689802915}, 'southwest': {'lat': 40.4683530697085, 'lng': 16.9347710197085}}};ChIJrzmYMnUTRxMRJcsYugUMkfo;48;20;320 197 5033;http://www.adastraresidence.it/;FALSO;2483;x
AD UN PASSO DAL MARE;Via Vincenzo Bellini, 7, Praia a Mare;{'location': {'lat': 39.9000097, 'lng': 15.7770522}, 'viewport': {'northeast': {'lat': 39.9013770302915, 'lng': 15.7784444302915}, 'southwest': {'lat': 39.8986790697085, 'lng': 15.7757464697085}}};ChIJV6T4YzbfPhMR5pjNvlnQJR0;48;62;371 380 7418;"https://www.booking.com/hotel/it/ad-un-passo-dal-mare-praia-a-mare.it.html?aid=358297&label=metagha-link-LUIT-hotel-7360288_dev-mobile_los-1_bw-0_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6554843457_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20240526_ppt-_lp-2380_r-12985294617248998694&sid=e5eb8a361a7abc18e564be830a3b8388&all_sr_blocks=736028802_348025749_2_1_0;checkin=2024-05-26;checkout=2024-05-27;dest_id=-125696;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=736028802_348025749_2_1_0;hpos=1;matching_block_id=736028802_348025749_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=736028802_348025749_2_1_0__5900;srepoch=1716698409;srpvid=ab3020d3a37901ec;type=total;ucfs=1&";FALSO;2483;x
Adamo's home;Via M. D'Abignenti, 26, Ruvo di Puglia;{'location': {'lat': 41.11496100000001, 'lng': 16.48389}, 'viewport': {'northeast': {'lat': 41.1162927802915, 'lng': 16.4852589302915}, 'southwest': {'lat': 41.1135948197085, 'lng': 16.4825609697085}}};ChIJpysjNz0LOBMR2PHGQtIfDNk;;;;;1;2483;x
Addestramento argo;Unnamed Road, 73050, Salve;{'location': {'lat': 39.8538089, 'lng': 18.2641827}, 'viewport': {'northeast': {'lat': 39.85515598029151, 'lng': 18.2655315302915}, 'southwest': {'lat': 39.85245801970851, 'lng': 18.2628335697085}}};ChIJWaw0bB0JRBMR3jPubeien2U;;;;;1;2483;x
Adria;Via Luigi Zuppetta, 10, Bari;{'location': {'lat': 41.11823770000001, 'lng': 16.8738448}, 'viewport': {'northeast': {'lat': 41.1196555302915, 'lng': 16.87516273029151}, 'southwest': {'lat': 41.1169575697085, 'lng': 16.8724647697085}}};ChIJ55zCWFzoRxMRNueXR3El95k;42;494;080 524 6699;http://www.adriahotelbari.com/;FALSO;2483;x
Adria;Via Luigi Zuppetta, 10, Bari;{'location': {'lat': 41.11823770000001, 'lng': 16.8738448}, 'viewport': {'northeast': {'lat': 41.1196555302915, 'lng': 16.87516273029151}, 'southwest': {'lat': 41.1169575697085, 'lng': 16.8724647697085}}};ChIJ55zCWFzoRxMRNueXR3El95k;42;495;080 524 6699;http://www.adriahotelbari.com/;FALSO;2483;x
Adriana's Home;Via Fiume Lao, 143, Scalea;{'location': {'lat': 39.8084272, 'lng': 15.7937194}, 'viewport': {'northeast': {'lat': 39.80976623029149, 'lng': 15.7950031802915}, 'southwest': {'lat': 39.80706826970849, 'lng': 15.7923052197085}}};ChIJiWxhQGAfPxMR2aIrqttSWLE;;;378 081 7266;http://italyscasa.com/booking;FALSO;2483;info@italyscasa.it
Adriatica Immobiliare Srl;Via Paolo Lembo, 37, Bari;{'location': {'lat': 41.11359960000001, 'lng': 16.8672591}, 'viewport': {'northeast': {'lat': 41.1149876302915, 'lng': 16.8686336802915}, 'southwest': {'lat': 41.1122896697085, 'lng': 16.8659357197085}}};ChIJmTmCMFjoRxMRmaxWv-e7UXM;5;5;080 561 7819;http://www.immobiliareadriatica.org/;FALSO;2483;x
Aduepassi B&B;Via Monte Sei Busi, 8, Lecce;{'location': {'lat': 40.3590225, 'lng': 18.1623186}, 'viewport': {'northeast': {'lat': 40.36036273029149, 'lng': 18.1636970302915}, 'southwest': {'lat': 40.3576647697085, 'lng': 18.1609990697085}}};ChIJyXcCwdwuRBMRn-z2JxJILqc;5;1;380 195 6781;;1;2483;x
Aer Hotel Phelipe;Via delle Nazioni, 23, Lamezia Terme;{'location': {'lat': 38.91759950000001, 'lng': 16.252695}, 'viewport': {'northeast': {'lat': 38.9188901802915, 'lng': 16.2541048802915}, 'southwest': {'lat': 38.9161922197085, 'lng': 16.2514069197085}}};ChIJA-RwjADkPxMRlC0CrpQo_Z0;4;417;0968 51612;http://www.aerhotelphelipe.it/;FALSO;2483;x
aessepi vacanze;Italy;{'location': {'lat': 39.9002554, 'lng': 18.0937079}, 'viewport': {'northeast': {'lat': 39.9016121302915, 'lng': 18.0950701802915}, 'southwest': {'lat': 39.8989141697085, 'lng': 18.0923722197085}}};ChIJM949y6ABRBMRabMDlthRNDc;;;393 377 5230;;1;2483;x
Affitacamere B&B Sweet Room;Via Emanuele De Deo, 24, San Severo;{'location': {'lat': 41.6836675, 'lng': 15.3836445}, 'viewport': {'northeast': {'lat': 41.6850143302915, 'lng': 15.3849746802915}, 'southwest': {'lat': 41.6823163697085, 'lng': 15.3822767197085}}};ChIJHfiifJVDNxMRw1_s04zOC2Y;5;1;324 050 8264;;1;2483;x
Affittacamere A Due Passi dal Mare;Via Mediterraneo, 34, Schiavonea;{'location': {'lat': 39.6512348, 'lng': 16.5432863}, 'viewport': {'northeast': {'lat': 39.6526173802915, 'lng': 16.5446664802915}, 'southwest': {'lat': 39.6499194197085, 'lng': 16.5419685197085}}};ChIJQWTipYWdQBMRc1hPPu2urIY;47;49;0983 856230;http://www.aduepassidalmare.eu/;FALSO;2483;x
Affittacamere Al Molo Sant'Eligio;Via Porto, 16, Taranto;{'location': {'lat': 40.4787167, 'lng': 17.2267842}, 'viewport': {'northeast': {'lat': 40.48007038029149, 'lng': 17.2281150302915}, 'southwest': {'lat': 40.47737241970849, 'lng': 17.2254170697085}}};ChIJWSRRxosDRxMR6H9DJEpjwDg;45;31;350 506 8010;;1;2483;x
Affittacamere B&B Maricentro Taranto;Via Giuseppe de Cesare, 27, Taranto;{'location': {'lat': 40.47182979999999, 'lng': 17.2411102}, 'viewport': {'northeast': {'lat': 40.4731898302915, 'lng': 17.2423931802915}, 'southwest': {'lat': 40.4704918697085, 'lng': 17.2396952197085}}};ChIJM3pewiADRxMRXgP7vue-Xdk;46;67;329 234 5262;https://bbmaricentro.it/;FALSO;2483;x
Affittacamere B&B Porta Grande;Piazza Vittorio Emanuele II, 44, Mesagne;{'location': {'lat': 40.5611533, 'lng': 17.8090034}, 'viewport': {'northeast': {'lat': 40.5624982302915, 'lng': 17.8103640802915}, 'southwest': {'lat': 40.5598002697085, 'lng': 17.8076661197085}}};ChIJDXBGuFViRhMRjtd4LIncwNQ;;;347 799 6107;;1;2483;x
Affittacamere B&B Porta Grande;Piazza Vittorio Emanuele II, 44, Mesagne;{'location': {'lat': 40.5611533, 'lng': 17.8090034}, 'viewport': {'northeast': {'lat': 40.5624982302915, 'lng': 17.8103640802915}, 'southwest': {'lat': 40.5598002697085, 'lng': 17.8076661197085}}};ChIJDXBGuFViRhMRjtd4LIncwNQ;47;26;347 799 6107;;1;2483;x
Affittacamere Da peppino - Diamante;Contrada Cammarotea, Diamante;{'location': {'lat': 39.6986035, 'lng': 15.8177934}, 'viewport': {'northeast': {'lat': 39.6998906802915, 'lng': 15.8190611302915}, 'southwest': {'lat': 39.6971927197085, 'lng': 15.8163631697085}}};ChIJKxGcUvYDPxMR32a3g-77tmc;48;40;327 289 1523;;1;2483;x
Affittacamere di Fabio Principale;Viale Europa, 88, Talsano;{'location': {'lat': 40.40073890000001, 'lng': 17.2849226}, 'viewport': {'northeast': {'lat': 40.4020439802915, 'lng': 17.2862452302915}, 'southwest': {'lat': 40.3993460197085, 'lng': 17.2835472697085}}};ChIJ79hDDIYdRxMRcCC_ECr23Co;44;56;320 728 9733;https://www.facebook.com/bedandbreakfastfabioprincipale;FALSO;2483;x
Affittacamere Gess;Via Giuseppe Verdi, 118 - Taverna di, Montalto Uffugo;{'location': {'lat': 39.43458389999999, 'lng': 16.2332658}, 'viewport': {'northeast': {'lat': 39.4359587302915, 'lng': 16.2346588802915}, 'southwest': {'lat': 39.4332607697085, 'lng': 16.2319609197085}}};ChIJIR3qm_WfPxMR_T8q81Kh-HI;47;15;;;1;2483;x
Affittacamere Il Melograno Di Voiro Norma;Localita' Tarallo, Pollica;{'location': {'lat': 40.18093289999999, 'lng': 15.0779392}, 'viewport': {'northeast': {'lat': 40.18236673029148, 'lng': 15.0792925802915}, 'southwest': {'lat': 40.17966876970848, 'lng': 15.0765946197085}}};ChIJfdCWJgWpPhMRRHTy4FdlYrY;47;65;0974 901054;http://www.ilmelogranopioppi.it/;FALSO;2483;info@ilmelogranopioppi.it
Affittacamere Il Vicolo | Ruvo di Puglia;Via Palmulli, 18, Ruvo di Puglia;{'location': {'lat': 41.1164031, 'lng': 16.4843558}, 'viewport': {'northeast': {'lat': 41.11772638029149, 'lng': 16.48573053029151}, 'southwest': {'lat': 41.1150284197085, 'lng': 16.4830325697085}}};ChIJ5ygRXEYLOBMRzna34HYkuL4;48;10;339 350 2165;https://ilvicoloruvo.it/;FALSO;2483;x
Affittacamere Ilgiardinodimelange;Via Corato, 31, Ruvo di Puglia;{'location': {'lat': 41.1192279, 'lng': 16.47968860000001}, 'viewport': {'northeast': {'lat': 41.1206178302915, 'lng': 16.4810766802915}, 'southwest': {'lat': 41.1179198697085, 'lng': 16.4783787197085}}};ChIJk1b2WdYLOBMR899GMik4tOs;47;19;342 090 1555;https://affittacamere-ilgiardinodimelange.italyexperience.top/;FALSO;2483;x
Affittacamere Largo Chianura;Largo Pianura, Amantea;{'location': {'lat': 39.1366981, 'lng': 16.0737337}, 'viewport': {'northeast': {'lat': 39.1379746802915, 'lng': 16.0748494302915}, 'southwest': {'lat': 39.1352767197085, 'lng': 16.0721514697085}}};ChIJu_74ui_BPxMRkJYrmBUN-N8;48;9;340 715 5127;https://surilovestotravel.com/largo-chianura-italy;FALSO;2483;x
Affittacamere Le Vie del Mosto;Vicolo Lombardi, 16, Matera;{'location': {'lat': 40.66636340000001, 'lng': 16.6078961}, 'viewport': {'northeast': {'lat': 40.66775568029151, 'lng': 16.6096624302915}, 'southwest': {'lat': 40.66505771970851, 'lng': 16.6069644697085}}};ChIJU70wW95-RxMRP04CxWBt_-8;46;129;0835 408831;;1;2483;x
Affittacamere Natuzzi;Via Giambattista Vico, 7, Santeramo in Colle;{'location': {'lat': 40.798123, 'lng': 16.75832949999999}, 'viewport': {'northeast': {'lat': 40.79944183029149, 'lng': 16.75966903029151}, 'southwest': {'lat': 40.79674386970849, 'lng': 16.7569710697085}}};ChIJBbjNS3-bRxMRLZeULKEEjBc;5;3;340 083 1295;https://camminomaterano.it/attivita/24/affittacamere-natuzzi;FALSO;2483;x
Affittacamere Olimpo;Vico III Lancellotti, 16, Bisceglie;{'location': {'lat': 41.2360662, 'lng': 16.5069165}, 'viewport': {'northeast': {'lat': 41.23742148029149, 'lng': 16.5082429802915}, 'southwest': {'lat': 41.2347235197085, 'lng': 16.5055450197085}}};ChIJITgIEQoHOBMRwzizHrBquyQ;42;123;080 399 1293;http://www.albergolimpo.it/;FALSO;2483;albergoolimpo@live.it
Affittacamere Porta San Michele - B&B Gravina - Bed & Breakfast;Via Santa Cecilia, 24, Gravina in Puglia;{'location': {'lat': 40.817457, 'lng': 16.41786}, 'viewport': {'northeast': {'lat': 40.8188528302915, 'lng': 16.4192466802915}, 'southwest': {'lat': 40.81615486970851, 'lng': 16.4165487197085}}};ChIJ0ys-OvV7OBMRUD6WvCq8oXo;46;42;328 284 5344;http://www.portasanmicheleaffittacamere.it/;FALSO;2483;rosalaiso@hotmail.it
Affittacamere Roberta;Viale Francesco Crispi, 73, Ostuni;{'location': {'lat': 40.727565, 'lng': 17.5823772}, 'viewport': {'northeast': {'lat': 40.7289125802915, 'lng': 17.5836650802915}, 'southwest': {'lat': 40.7262146197085, 'lng': 17.5809671197085}}};ChIJG2gwjlBDRhMR6mE8lbseLnY;;;333 204 1327;;1;2483;x
Affittacamere san Domenico;Via Francesco Laino, Camerota;{'location': {'lat': 39.9986001, 'lng': 15.3718062}, 'viewport': {'northeast': {'lat': 39.9999392802915, 'lng': 15.3731615302915}, 'southwest': {'lat': 39.9972413197085, 'lng': 15.3704635697085}}};ChIJTXNRBDC_PhMRAfawo3rBNSc;42;102;0974 932889;http://www.affittacameresandomenico.it/;FALSO;2483;x
Affittacamere Sogni d'Oro;Via Cristoforo Colombo, 67, Lamezia Terme;{'location': {'lat': 38.9695014, 'lng': 16.3144719}, 'viewport': {'northeast': {'lat': 38.9709449802915, 'lng': 16.31572928029151}, 'southwest': {'lat': 38.9682470197085, 'lng': 16.3130313197085}}};ChIJV79H2mzlPxMR5cZPG_9YwHI;41;168;342 829 8665;http://www.ilsognidoro.it/;FALSO;2483;info@ilsognidoro.it
Affittacamere Valentino;Via Casamassima, 22, Valenzano;{'location': {'lat': 41.0404527, 'lng': 16.8864726}, 'viewport': {'northeast': {'lat': 41.0418203302915, 'lng': 16.8877970802915}, 'southwest': {'lat': 41.0391223697085, 'lng': 16.8850991197085}}};ChIJqVRMb0DqRxMRwSQd33pq2dw;42;160;080 467 3929;http://www.albergovalentino.com/;FALSO;2483;albergovalentino@live.it
Affittasi Appartamenti di Lucrezia del Giudice Rodi Garganico;Contrada Convento, 3, Rodi Garganico;{'location': {'lat': 41.9238293, 'lng': 15.8907507}, 'viewport': {'northeast': {'lat': 41.9251776302915, 'lng': 15.8920977302915}, 'southwest': {'lat': 41.9224796697085, 'lng': 15.8893997697085}}};ChIJR3zVLzavNxMRA9YkjVwmb4w;48;4;0884 226349;;1;2483;x
Affitti Casa Vacanze Cordella Immobiliare Salento;Via San Giacomo, 9, Castrignano del Capo;{'location': {'lat': 39.8336245, 'lng': 18.3481209}, 'viewport': {'northeast': {'lat': 39.83496448029149, 'lng': 18.3495147302915}, 'southwest': {'lat': 39.8322665197085, 'lng': 18.3468167697085}}};ChIJTbzFejoKRBMRQH0M2ylf6QA;45;4;0833 750217;http://www.lemaldivedelsalento.com/;FALSO;2483;vacanze@lemaldivedelsalento.com
affitto appartamentini al mare in Calabria;Contrada Riaci 36, Santa Domenica Ricadi;{'location': {'lat': 38.6639633, 'lng': 15.8648916}, 'viewport': {'northeast': {'lat': 38.6653003802915, 'lng': 15.8662001802915}, 'southwest': {'lat': 38.6626024197085, 'lng': 15.8635022197085}}};ChIJB_Xk4Ld2FRMRqn-3KJamlLg;45;2;0963 669706;;1;2483;x
Afrodite B&B;Via Amba Alagi 9- trav Via Axum, Scalea;{'location': {'lat': 39.8127578, 'lng': 15.7928557}, 'viewport': {'northeast': {'lat': 39.81414158029149, 'lng': 15.7941678302915}, 'southwest': {'lat': 39.8114436197085, 'lng': 15.7914698697085}}};ChIJV4mrJyMePxMRdQk2XbXi44Y;48;110;393 411 1485;;1;2483;x
Agebeo;I Traversa Via Camillo Rosalba, Bari;{'location': {'lat': 41.1052896, 'lng': 16.8559447}, 'viewport': {'northeast': {'lat': 41.1066389802915, 'lng': 16.8572893802915}, 'southwest': {'lat': 41.1039410197085, 'lng': 16.85459141970849}}};ChIJD-_kRQDpRxMRbVxsBYF1G7U;;;329 056 2888;;1;2483;x
agenzia;Via Galeso, 10, Taranto;{'location': {'lat': 40.4866344, 'lng': 17.2278888}, 'viewport': {'northeast': {'lat': 40.4880075302915, 'lng': 17.2291822302915}, 'southwest': {'lat': 40.4853095697085, 'lng': 17.2264842697085}}};ChIJ79Zai6UDRxMR381KjPRS71w;;;;;1;2483;x
Agenzia Vacanze Rodi Garganico - Affitti Appartamenti;Corso Madonna della Libera, 94, Rodi Garganico;{'location': {'lat': 41.9272117, 'lng': 15.8797896}, 'viewport': {'northeast': {'lat': 41.9286008302915, 'lng': 15.8811076302915}, 'southwest': {'lat': 41.9259028697085, 'lng': 15.87840966970849}}};ChIJscDdQkqvNxMRFPAPI26GJoE;35;2;333 231 1259;;1;2483;x
Agio Apartments;Via Teresa Benvenuto, 24, Diamante;{'location': {'lat': 39.6777613, 'lng': 15.8204579}, 'viewport': {'northeast': {'lat': 39.67905623029151, 'lng': 15.8218105302915}, 'southwest': {'lat': 39.67635826970851, 'lng': 15.8191125697085}}};ChIJJXE-5NQDPxMREEvXe3eikB0;5;2;333 352 6504;https://www.agiodiamante.it/;FALSO;2483;x
Aglaia B&B;Via Stevens, 14, Gallipoli;{'location': {'lat': 40.05648959999999, 'lng': 17.987361}, 'viewport': {'northeast': {'lat': 40.0578383802915, 'lng': 17.9887166302915}, 'southwest': {'lat': 40.05514041970851, 'lng': 17.9860186697085}}};ChIJDSeVH1qmRhMRoeF-CEb3Xgg;46;19;329 633 1377;http://aglaiabnb.com.es/;FALSO;2483;x
Agri Gallipoli B&B;Contrada Mauri, sn, Sannicola;{'location': {'lat': 40.0991296, 'lng': 18.0334793}, 'viewport': {'northeast': {'lat': 40.10051238029149, 'lng': 18.0349000302915}, 'southwest': {'lat': 40.0978144197085, 'lng': 18.0322020697085}}};ChIJv927gLGgRhMRxua7OIFo_VA;47;24;347 908 6383;http://www.agrigallipoli.it/;FALSO;2483;info@agrigallipoli.it
Agribosco;snc, Contrada Fiumara, Nemoli;{'location': {'lat': 40.0554885, 'lng': 15.7876996}, 'viewport': {'northeast': {'lat': 40.0570222302915, 'lng': 15.7891340302915}, 'southwest': {'lat': 40.05432426970851, 'lng': 15.7864360697085}}};ChIJScCWVCIoPxMR6tvuosjqyCs;45;156;392 565 5950;;1;2483;x
Agricampeggio Darwin di Andrea Morelli;località Pozzello, n.0, Otranto;{'location': {'lat': 40.2140604, 'lng': 18.420499}, 'viewport': {'northeast': {'lat': 40.2154324802915, 'lng': 18.4217625802915}, 'southwest': {'lat': 40.2127345197085, 'lng': 18.4190646197085}}};ChIJIe3bXZk4RBMRi_pWrN1mAvU;46;122;393 966 6613;http://www.agricampeggiodarwin.com/;FALSO;2483;x
Agricampeggio delle Ciavole di Aieta;Località Massacafaro, Aieta;{'location': {'lat': 39.9175641, 'lng': 15.8268999}, 'viewport': {'northeast': {'lat': 39.9189473302915, 'lng': 15.8280993302915}, 'southwest': {'lat': 39.9162493697085, 'lng': 15.8254013697085}}};ChIJEQ3gVAAhPxMRMeHiO0VCdhM;5;3;331 134 4795;https://www.gardensharing.it/it/struttura/agricampeggio-delle-ciavole-di-aieta-661c1a86ea6351c4caa8b0ff/;FALSO;2483;x
Agricampeggio Terra Di Moro;Contrada Masseria Vecchia, Torre Mozza, Ugento;{'location': {'lat': 39.873434, 'lng': 18.191151}, 'viewport': {'northeast': {'lat': 39.8747655302915, 'lng': 18.1925183302915}, 'southwest': {'lat': 39.87206756970851, 'lng': 18.1898203697085}}};ChIJ4Uw47VUGRBMRHfO6Xe25ZQA;48;172;340 535 1270;http://www.agricampeggiosalento.it/;FALSO;2483;info@agricampeggiosalento.it
Agricamping, Parcheggio Auto 2 Palme BAIA DEI TURCHI;5FR3+7V, Otranto;{'location': {'lat': 40.1907116, 'lng': 18.4546957}, 'viewport': {'northeast': {'lat': 40.1920734802915, 'lng': 18.4560226302915}, 'southwest': {'lat': 40.18937551970851, 'lng': 18.45332466970849}}};ChIJaw-t8DZHRBMR_5KTGpnoQJI;41;287;330 276 466;https://parcheggioduepalme.it/;FALSO;2483;x
Agrimi B&b;Vico degli Agrimi, 11, Mesagne;{'location': {'lat': 40.55961110000001, 'lng': 17.8084581}, 'viewport': {'northeast': {'lat': 40.5609888302915, 'lng': 17.8097483302915}, 'southwest': {'lat': 40.5582908697085, 'lng': 17.8070503697085}}};ChIJhX1xqnBjRhMR2zBmPDgq-fM;4;1;392 190 9648;http://agrimibeb.com/?utm_source=gmb&utm_medium=referral;FALSO;2483;x
Agriresidence Li Tumi;SP91, Km 6, Lido Marini;{'location': {'lat': 39.8577489, 'lng': 18.1846428}, 'viewport': {'northeast': {'lat': 39.8589863802915, 'lng': 18.1860537302915}, 'southwest': {'lat': 39.8562884197085, 'lng': 18.1833557697085}}};ChIJ75TGTgkHRBMRi9zfSrwlLP4;43;110;338 160 6066;https://www.boraboraresort.it/;FALSO;2483;info@ithotelsgroup.com
Agriresort Murciano;Via Azienda Fontanelle, 119 km.2.5, SP341, Otranto;{'location': {'lat': 40.1786524, 'lng': 18.4555331}, 'viewport': {'northeast': {'lat': 40.1799896302915, 'lng': 18.4568325302915}, 'southwest': {'lat': 40.1772916697085, 'lng': 18.4541345697085}}};ChIJYUDtW9lBRBMRC0agFQPPyDc;5;18;0836 213653;http://agriresortmurciano.it/;FALSO;2483;info@agriresortmurciano.it
Agriturismo;SP366, Otranto;{'location': {'lat': 40.1704371, 'lng': 18.4655049}, 'viewport': {'northeast': {'lat': 40.1717851302915, 'lng': 18.4668435802915}, 'southwest': {'lat': 40.1690871697085, 'lng': 18.4641456197085}}};ChIJgyaDQQVBRBMRFIuTiMC69e0;4;4;;;1;2483;x
Agriturismo;Contrada Felino;{'location': {'lat': 39.5942506, 'lng': 16.6178295}, 'viewport': {'northeast': {'lat': 39.5956018802915, 'lng': 16.6192191802915}, 'southwest': {'lat': 39.5929039197085, 'lng': 16.6165212197085}}};ChIJz6vczvmdQBMRyTUWPiJeEQE;;;;;1;2483;x
